STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,reportType,HourlySkyConditions,HourlyVisibility,HourlyPresentWeatherType,HourlyDryBulbTemperatureF,HourlyDryBulbTemperatureC,HourlyWetBulbTemperatureF,HourlyWetBulbTemperatureC,HourlyDewPointTemperatureF,HourlyDewPointTemperatureC,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyWindGustSpeed,HourlyStationPressure,HourlyPressureTendency,HourlyPressureChange,HourlySeaLevelPressure,HourlyPrecipitation,HourlyAltimeterSetting,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyAverageDryBulbTemperature,DailyDepartureFromNormalAverageTemperature,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageWetBulbTemperature,DailyHeatingDegreeDays,DailyCoolingDegreeDays,DailySunrise,DailySunset,DailyPrecipitation,DailySnowfall,DailySnowDepth,DailyAverageStationPressure,DailyAverageSeaLevelPressure,DailyAverageWindSpeed,DailyPeakWindSpeed,PeakWindDirection,DailySustainedWindSpeed,DailySustainedWindDirection,MonthlyMaximumTemperature,MonthlyMinimumTemperature,MonthlyMeanTemperature,MonthlyAverageRH,MonthlyDewpointTemperature,MonthlyWetBulb,MonthlyHeatingDegreeDays,MonthlyCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyTotalLiquidPrecipitation,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDD,MonthlyDepartureFromNormalCoolingDD
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-24 14:51,FM-15,FEW:02 55 SCT:04 250,10.00,,34,1.1,29,-1.8,8,-13.3,34,8,290,,29.45,6,+0.08,30.20,,30.17,,,,,,,,,,1149,0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-24 15:51,FM-15,SCT:04 55 SCT:04 250,10.00,,35,1.7,30,-1.4,9,-12.8,34,10,250,,29.43,,,30.18,,30.15,,,,,,,,,,1149,0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-24 16:51,FM-15,SCT:04 60 SCT:04 250,10.00,,34,1.1,29,-1.9,10,-12.2,37,11,280,,29.42,,,30.17,,30.14,,,,,,,,,,1149,0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-24 17:51,FM-15,FEW:02 55 SCT:04 250,10.00,,32,0.0,27,-2.8,11,-11.7,41,9,270,,29.40,7,+0.04,30.15,,30.12,,,,,,,,,,1149,0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-24 18:51,FM-15,FEW:02 55,10.00,,31,-0.6,26,-3.2,12,-11.1,45,8,230,,29.39,,,30.14,,30.11,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-24 19:51,FM-15,FEW:02 55,10.00,,30,-1.1,25,-3.6,13,-10.6,49,7,230,,29.38,,,30.13,,30.10,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-24 20:51,FM-15,FEW:02 60,10.00,,29,-1.7,25,-4.1,13,-10.6,51,8,220,,29.36,8,+0.04,30.11,,30.08,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-24 21:51,FM-15,FEW:02 50,10.00,,29,-1.7,25,-4.0,14,-10.0,54,8,230,,29.34,,,30.09,,30.06,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-24 22:51,FM-15,BKN:07 100,10.00,,29,-1.7,25,-3.9,15,-9.4,56,7,230,,29.32,,,30.07,,30.04,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-24 23:51,FM-15,SCT:04 47 SCT:04 60 OVC:08 90,10.00,,31,-0.6,27,-2.9,17,-8.3,56,13,240,,29.30,8,+0.06,30.04,,30.02,36,20,28,-13.1,,,,37,0,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-24 23:59,SOD,,,,,,,,,,,,,,,,,,,,36,20,28,-13.1,46,,31,37,0,1147,0009,,,,29,30,7,20,280,15,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 00:51,FM-15,BKN:07 15 BKN:07 27 OVC:08 32,4.00,-SN:03 |SN:71 |,30,-1.1,27,-2.6,23,-5.0,75,13,290,20,29.28,,,30.02,0.02,30.00,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 01:51,FM-15,FEW:02 31 BKN:07 40 BKN:07 110,10.00,,27,-2.8,25,-4.1,20,-6.7,75,8,300,,29.27,,,30.01,0.02,29.99,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 02:51,FM-15,SCT:04 16 BKN:07 24 OVC:08 80,7.00,-SN:03 |SN:71 |,27,-2.8,25,-4.1,20,-6.7,75,8,020,,29.26,6,+0.04,30.01,T,29.98,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 03:51,FM-15,BKN:07 23 OVC:08 30,4.00,-SN:03 |SN:71 |,26,-3.3,23,-4.8,18,-7.8,71,14,360,,29.27,,,30.01,0.01,29.99,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 04:51,FM-15,FEW:02 46 BKN:07 60 OVC:08 250,10.00,,25,-3.9,22,-5.7,14,-10.0,63,15,320,21,29.28,,,30.03,T,30.00,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 05:51,FM-15,FEW:02 50,10.00,,23,-5.0,20,-6.7,12,-11.1,63,11,310,,29.29,3,-0.03,30.04,,30.01,,,,,,,,,,1147,0009,0.05,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 06:51,FM-15,FEW:02 70,10.00,,24,-4.4,20,-6.5,10,-12.2,55,11,310,,29.31,,,30.06,,30.03,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 07:51,FM-15,FEW:02 34 SCT:04 50,10.00,,25,-3.9,21,-6.0,11,-11.7,55,18,320,24,29.32,,,30.07,,30.04,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 08:51,FM-15,SCT:04 34 OVC:08 46,10.00,,25,-3.9,21,-5.9,12,-11.1,58,20,340,,29.34,3,-0.05,30.09,T,30.06,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 09:51,FM-15,BKN:07 41,10.00,,25,-3.9,21,-6.0,10,-12.2,53,16,320,25,29.37,,,30.12,T,30.09,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 10:51,FM-15,BKN:07 43,10.00,,25,-3.9,21,-6.1,9,-12.8,50,14,320,22,29.38,,,30.13,,30.10,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 11:51,FM-15,BKN:07 39 BKN:07 49,10.00,,26,-3.3,22,-5.7,8,-13.3,46,15,310,22,29.39,1,-0.04,30.14,,30.11,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 12:51,FM-15,BKN:07 50,10.00,,27,-2.8,23,-5.2,8,-13.3,45,16,290,,29.39,,,30.14,,30.11,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 13:51,FM-15,BKN:07 48,10.00,,28,-2.2,23,-4.8,7,-13.9,41,17,310,25,29.39,,,30.14,,30.11,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 14:51,FM-15,BKN:07 50,10.00,,28,-2.2,23,-4.8,5,-15.0,37,20,330,23,29.40,3,-0.01,30.14,,30.12,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 15:51,FM-15,SCT:04 50,10.00,,27,-2.8,22,-5.3,4,-15.6,37,16,320,,29.40,,,30.14,,30.12,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 16:51,FM-15,SCT:04 55,10.00,,28,-2.2,23,-4.8,3,-16.1,34,15,320,22,29.41,,,30.16,,30.13,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 17:51,FM-15,SCT:04 55,10.00,,26,-3.3,22,-5.8,3,-16.1,37,17,320,24,29.43,3,-0.03,30.18,,30.15,,,,,,,,,,1147,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 18:51,FM-15,SCT:04 55,10.00,,25,-3.9,21,-6.3,3,-16.1,39,11,300,,29.44,,,30.19,,30.16,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 19:51,FM-15,SCT:04 55,10.00,,25,-3.9,21,-6.3,4,-15.6,40,8,310,,29.46,,,30.21,,30.18,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 20:51,FM-15,FEW:02 60,10.00,,24,-4.4,20,-6.7,5,-15.0,44,8,300,,29.48,3,-0.04,30.23,,30.20,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 21:51,FM-15,FEW:02 50,10.00,,23,-5.0,19,-7.1,6,-14.4,48,9,290,,29.49,,,30.24,,30.21,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 22:51,FM-15,FEW:02 50,10.00,,22,-5.6,18,-7.5,7,-13.9,52,7,320,,29.50,,,30.25,,30.22,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 23:51,FM-15,CLR:00,10.00,,21,-6.1,17,-8.1,5,-15.0,50,7,320,,29.50,1,-0.03,30.25,,30.22,31,21,26,-15.5,,,,39,0,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-25 23:59,SOD,,,,,,,,,,,,,,,,,,,,31,20,26,-15.5,51,,31,39,0,1145,0010,0.05,0.6,1,29,30,13,30,320,23,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 00:51,FM-15,CLR:00,10.00,,20,-6.7,17,-8.6,4,-15.6,50,5,350,,29.52,,,30.27,,30.24,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 01:51,FM-15,CLR:00,10.00,,19,-7.2,16,-9.1,3,-16.1,49,5,360,,29.52,,,30.27,,30.24,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 02:51,FM-15,CLR:00,10.00,,18,-7.8,15,-9.5,4,-15.6,54,3,320,,29.52,1,-0.02,30.27,,30.24,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 03:51,FM-15,CLR:00,10.00,,18,-7.8,15,-9.4,5,-15.0,57,0,000,,29.53,,,30.28,,30.25,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 04:51,FM-15,CLR:00,10.00,,17,-8.3,14,-9.8,6,-14.4,62,0,000,,29.54,,,30.29,,30.26,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 05:51,FM-15,FEW:02 30,10.00,,16,-8.9,14,-10.1,7,-13.9,67,3,250,,29.56,3,-0.04,30.32,,30.28,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 06:51,FM-15,FEW:02 30,10.00,,20,-6.7,17,-8.4,7,-13.9,57,0,000,,29.57,,,30.33,,30.30,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 07:51,FM-15,FEW:02 250,10.00,,22,-5.6,18,-7.7,3,-16.1,44,5,190,,29.57,,,30.33,,30.30,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 08:51,FM-15,FEW:02 250,10.00,,25,-3.9,21,-6.3,4,-15.6,40,7,190,,29.57,1,-0.02,30.34,,30.30,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 09:51,FM-15,FEW:02 250,10.00,,28,-2.2,23,-4.8,5,-15.0,37,10,180,21,29.56,,,30.31,,30.28,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 10:51,FM-15,FEW:02 250,10.00,,30,-1.1,25,-3.8,6,-14.4,36,13,200,,29.54,,,30.30,,30.26,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 11:51,FM-15,SCT:04 100 SCT:04 250,10.00,,32,0.0,27,-2.8,7,-13.9,35,11,230,,29.52,8,+0.07,30.26,,30.24,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 12:51,FM-15,FEW:02 90 SCT:04 250,10.00,,35,1.7,30,-1.4,9,-12.8,34,8,200,,29.48,,,30.23,,30.20,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 13:51,FM-15,FEW:02 90 SCT:04 250,10.00,,37,2.8,31,-0.4,11,-11.7,34,13,170,,29.45,,,30.20,,30.17,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 14:51,FM-15,SCT:04 100 BKN:07 250,10.00,,38,3.3,32,0.1,12,-11.1,34,13,180,,29.42,6,+0.09,30.17,,30.14,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 15:51,FM-15,FEW:02 100 SCT:04 250,10.00,,38,3.3,32,0.1,13,-10.6,36,13,,22,29.39,,,30.14,,30.11,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 16:51,FM-15,BKN:07 95 BKN:07 250,10.00,,38,3.3,32,0.1,15,-9.4,39,16,170,,29.38,,,30.12,,30.10,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 17:51,FM-15,OVC:08 90,10.00,,37,2.8,31,-0.3,16,-8.9,42,21,180,26,29.34,8,+0.08,30.09,,30.06,,,,,,,,,,1145,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 18:51,FM-15,FEW:02 80 OVC:08 100,10.00,,37,2.8,31,-0.3,16,-8.9,42,13,170,,29.33,,,30.08,,30.05,,,,,,,,,,1143,0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 19:51,FM-15,BKN:07 85 OVC:08 100,10.00,,37,2.8,31,-0.3,16,-8.9,42,18,170,23,29.30,,,30.04,,30.02,,,,,,,,,,1143,0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 20:51,FM-15,OVC:08 110,10.00,,38,3.3,32,0.1,16,-8.9,41,15,180,23,29.29,8,+0.05,30.03,,30.01,,,,,,,,,,1143,0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 21:51,FM-15,FEW:02 85 OVC:08 110,10.00,,38,3.3,32,0.2,17,-8.3,43,18,190,31,29.28,,,30.02,,30.00,,,,,,,,,,1143,0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 22:51,FM-15,OVC:08 100,10.00,,39,3.9,33,0.6,16,-8.9,39,23,200,30,29.26,,,30.00,,29.98,,,,,,,,,,1143,0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 23:51,FM-15,FEW:02 75 BKN:07 100 OVC:08 230,10.00,,38,3.3,32,0.1,16,-8.9,41,18,200,31,29.23,8,+0.05,29.97,,29.95,39,15,27,-14.8,,,,38,0,1143,0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-26 23:59,SOD,,,,,,,,,,,,,,,,,,,,39,15,27,-14.8,44,,31,38,0,1143,0012,,,,29,30,10,33,190,26,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-27 00:51,FM-15,OVC:08 100,10.00,,38,3.3,32,0.2,17,-8.3,43,17,190,,29.22,,,29.95,,29.94,,,,,,,,,,1143,0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-27 01:51,FM-15,OVC:08 80,10.00,,39,3.9,33,0.6,17,-8.3,41,16,200,25,29.20,,,29.93,,29.92,,,,,,,,,,1143,0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-27 02:51,FM-15,BKN:07 46 BKN:07 60 OVC:08 70,10.00,-RA:02 |RA:61 |,38,3.3,33,0.4,22,-5.6,52,18,200,26,29.18,6,+0.05,29.92,T,29.90,,,,,,,,,,1143,0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-27 03:51,FM-15,OVC:08 28,10.00,-RA:02 |RA:61 |,35,1.7,32,-0.1,27,-2.8,72,15,190,,29.16,,,29.90,0.01,29.88,,,,,,,,,,1143,0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-27 04:51,FM-15,SCT:04 24 BKN:07 33 OVC:08 39,10.00,-RA:02 |RA:61 |,35,1.7,32,-0.1,27,-2.8,72,15,180,23,29.14,,,29.88,0.01,29.86,,,,,,,,,,1143,0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
